"","text","user_suggestion","klasifikasi"
"199","    pretty good   esport    good   average  casual   fact  community   elitist disaster  amplifies  problem        seriously  feels    chore     act    lives   depended   winning   happens  normal unranked    mainly   fun   trashtalked     times    positive score sometimes   go  trashtalking  noob    team         word  english  commonly report    eu east   west  hardly  fun     guide   topic  steam   fun        actually  skin economy imo",0,"Negatif"
"200","     heard     probably true    often cruel tricky  approach   requires huge amounts    master    characteristics however      unique depth   potential rewards     feeling  conquest actually earned  high price  therefore real tangible   long  find   relatively short   team   less sets       possible  cooperate  communicate effectively   nature   deep tactical gameplay   almost impossible   accompanied  casual   hope  derive mutual benefit  fun especially   long term      available    challenge  numbers   main competitor league  legends  begin   face   rock starting  steeper    experience exceptionally balanced  truly free     open  wallet  counting infrastructure   live broadcast       envy   another developer moba   work  accessibility  continue   right direction  could   confrontation     exciting  interesting  recent years",1,"Positif"
"201"," huh   destroy  good attitude          years   disappointed enough  quit   without  regret feeling  though  spend lots  money   bunch  cool sets    favorite    ruined  something   playable decrease  potential     worth   anymore    hand   buff  lovely      overpower   satisfied   balancewell    free anyway  sorry   complaining hahahahahahgood bye dotanever   ",0,"Negatif"
"202","go    volvo      life     great matches fun        worse maybe      remember  good old times   competitive moba    illusion",0,"Negatif"
"203","    normal garbageranked garbage custom  decent  supported  percent    attempted  keep calmive attempted   everything   sanity  enjoy          sort  fun  enjoyment   friends    reason    nowthis   pure honest truth  someone   attempted   think mmr mattersyou think stats matter  think   matters          matter  fact   addicted     timesive      dumbest idiots   friends yet      fun    stupid stuff      mess around   half drunk  laughingthats     drunk   fun something  community  understand  matter      good    wont  better   recommend        done     person   half       spent  anger rather   least mild amusement anyone  pros  rookies  agree honestly      ",0,"Negatif"
"204","      chill   fun   stress   pick good company  enjoy   select hardest ai available  sure     humanes select servers    far away  russians  humanely possible  kill   men      fight   glass  orange  apple juice  pizza    ddont forget  commend  tryhard carry   supports  gamesif done  right     stress      actually quite fun    enjoyable",1,"Positif"
"205"," least     popular badass carries cause   buys wards  couriers   team      support   timewards placing  couriers buying simulatornormally   speak english  us server      native english speaker   speak englishmultilanguages bad words learning toolsthe  words   hear   teammates   good   nice   omg  xxxxx    noob report   ff plzlearning  attitude   teammates   real loser tool conclusionfind  nice teammates  order  group   shout       bots    kill secure  dagon  reading others typing    timeand yes     moba     hero sets  unusual couriers simulation    ",1,"Positif"
"206","absolutely  worst gaming community    come across    toxic negativity   base totally ruins    coming   wish  hadnt wasted years  ",0,"Negatif"
"207"," easy steps  fake   pro   send report support  chat     carry  send report  carries  chat     carry send report carries  chat     support send noob team    teamwork  chat   die send  please   enemies   die send  hero isquot  chat   die send  internet  laggy  chat   die send ez   enemies  youve gotten  kill  send gg   enemies  youve gotten  kill send commend   chat  youve gotten  kill send kill steal  chat   teammate    lane    gotten  kill   let go   teammates mistakes  let go   enemies mistakeslisted    tips    found especially helpful    simple  use   undermine    teammates    enemies confidence  pointing      fact  noobiest    team   tips might   work      person  dares  speak       strictly following everything listed      use  final tip    going  provide    send quotyou     wanted      team   noobs   first place  chat abandon   report  person  communication abuse problem fixed",1,"Positif"
"208","    best     ruined  life   continue    bane   exsistence   long   come          fair  tell     mmr  worse   plague    find  self      better    healthy dose  arsenic      type  honor   commit seppuku   case   live  nice  healthy life stay  k away         steam account   probably    life  wayit may seem   mostly negative things      honesty  negative     compare   feeling  going     entire  team spamming   team  report  good support   mid lost   carry  finished   min battle fury   first real itemlastly      lady sure  would   b  hotter  hell ",1,"Positif"
"209","near late  best        vs  action  worst        vs  interaction  stands   dayim ashamed  admit  copy pasted thateditnear late  ya  thisif  arent    mobafinal edit    pretty good   sucks      past  steep learning curve   believe   dying however      might      lookout  somethign else    point     complicated  emphasizes    itemization  farming   early    important  throughout     mistakes  heavily punished          put forth  huge grind    plan    casual  suggest       friends    opinion solo  pretty dry",1,"Positif"
"210","youll think  love        winning  lost match   feel  rather  entertaining     easy     losing   match usually around  mins       going  lose  ie    teammates decides  troll  feed   lost first blood  someone    well       another  minutes   feels  torture  single ",0,"Negatif"
"211","     great        fun      honest     kids   least  anymore    become gruff outspoken harsh    true  filthy language    unfortunate       thet   intended      universally human enough  realize      life   recommend   yes  yes    great   recommend   young   definate      others  finding       sick   filthy language  things said             tried  think  ernest  stop    laugh       anyways  bad    stopped  would   best    internet   sure  would  let     said  pass    review",0,"Negatif"
"212","     start    first   feel    write  review  spent  minutes reading reviews  forums    steam  negative   comming    k  k  spent          someone          seen    changes   good   ofcourse    couldve  along     start    however          completely changes everything  add    things      unbalanced    tree skill  hero  different   supports  carries   carries supports      knowledge   gameabout  visuals   hud   small keep  mind     standart laptops size    health bar  hard  watch     bottom instead  top   skill bar     good     changes    option  adjust     example  expand  hud    sizei would    others                   option               wont happen unless     leave    professional    something   idea      draw      keep  mind   worth          leaving   personally wont    unless  drastic changes  place   likely wont happen",0,"Negatif"
"213","  audience  kids everyone casual  pro   graphics  potato  bad bad ok good beautiful masterpiece  pricequality  full price wait  sale average refund        free  requirments   pc minimum medium fast high  nasa computer  difficulty      arms ez easy  learn  hard  master hard first   dark souls   timelength   short      short             long    endless  story      better  twilight average good fantastic  bugs      big bug bugs destroying     bugs  bugs   use   speedrun nothing  soundmusic  atmosphere     action   music   turns away  others multiplayer yessingleplayer yes",1,"Positif"
"214","       meta characters right   wont win  team  comps  higher levels  well rounded  towards  bottom tiers  whole team needs   carries   metacarries  majority    low tier        experiece   recent buff  certain characters   supports onehit killers late    broken   used  think    better  league   various build paths   styles   seems   must go  certain path  win     path       various characters  might   meta     shot  winning    version     go  league  another moba   growing     satisfy   used      theyve  making changes       change   better direction soon  uninstall  come   couple years later",0,"Negatif"
"215","good gamesalty peoplefilthy spark pickersdota     complex       basics    rise   ranks    several   figure   different spells  stuff behave together  hundreds   deeply understand       right           done   exact moment youll learn    enemies tilt    lead  group  random   victory     put        alledit spark  slark gunna keep   ",1,"Positif"
"216","   changed  life   better maybe  handeye coordination  strategical planning skills    better    hopelessly addicted   digital heroin  pointlessly pits    addicts   quest  find   throw    life  pointlessly developing  intricate understanding   must    complicated       human communities  exist  garbage scumbags  angelic metafriends   mustnt tilt lest  balance sway   enemies favor    guaranteed failure      first year   half   fyi    go  probably   bad    heroin",1,"Positif"
"217","joining     moving  america  another country    immigrant    yelled  spit upon called racial slurs   incorrect   nationality  screamed    stupid  ignorant     drain   match causing  economy   team  drop   silly actions    longtime natives  support    skilled labor    given gold  buy things    deserve  several hundred   work     little   compensation   finally  something right       shock    second rate citizen   well   blind luck  miracle  immigrants    desire  assimilate  continue   laugh   jajajajajaja  shame  yelling    spanish  portuguese    keep      nothing         moments   real citizens start  treat        complimenting nay commending        long road    citizen    capitalist jungle   succeed    praised  glorified   given wealth  fame   watch   move  pay  money  learn      already live  america     learn   feels     immigrant   could continue  sit   entitled whiteand     stormif    review check      reviews wunwegs reviewsor check   blog zeemodernnerdblogzeemodernnerdblogwordpresscom",1,"Positif"
"218","would   sense  talk    cause everything whats good    gets destroyed   mental rtarded community   great report system    steam care  long    buy   ",0,"Negatif"
"219","plus assistant  clearly  pay  win feature     competitive anymore      premium  available   onsad decisionsee   ",0,"Negatif"
"220","  obsessed   numbers enjoy repetition      skills   housefly   throw tantrums  insignificant drivel struggle   friends   think   important       answered yes       questions       ",0,"Negatif"
"221","   worst        entire life   depressing  anxiety inducing  everits  addiction   stop  drug   refuseevery thought      gamethe lanes    creeps  itemsif      fall   deep dark pit    climb  ",1,"Positif"
"222","  review stops  person    crap  worth itstay away  waste k     toxic  addictive    eat  life away   ",0,"Negatif"
"223","   tried       difficult   playersdifficult     gameplay     mobas     community       smurfingon        smurfs afkers  well ragersi thought    going   different   community                start feeling        yeah yeah ill   hate  expert   hey    going  attract      first solve smurfing problems   tons  ways  erradicate  problem   think    trying  keep  marketanyways maybe ill   later       better   review might change",0,"Negatif"
"224","nothing    hat simulator feeling   told   group   year old    allyour mother  lose   ruin    purpose  stack report  resulting   ban   account feeling  spending hundreds  euros  hats   sweat waiting   weekly hat updateyeah   fix mmr   bugs     hats   yes     u",0,"Negatif"
"225","seect       lay toayus  russia westus  russia eastnorth american russiasouth american russianorth african russiasouth african russiaeuropean russia westeuropean russia eastaustralian russianew zelands russiaasian russiamother russiasuka bletdota  developed russians developers   ",1,"Positif"
"226","imagine  chess   playable online   single company  encharged  promotingsustaining   suddenly  company decided  turn chess  checkers   cannot   chess  surely  would   obviously   matter  adapting      right  mean chess    checkers    capable  adapting        doubts     bad chess     resort   chinese checkers  monopoly  pretty  sums    happening   right     big ck   face   enjoyed      ",0,"Negatif"
"227"," goodthe    greatbeautiful hero modelsoptimization  excellentgreat voice actingeverything      accessed without purchasing anythingthe badthe communityive      closed beta    obviously beta better    today         cosmetic    ranked matchmaking     focus  enjoying  testing       ranked mmr everyones picking carries thinking   win    four hard carries  given ",0,"Negatif"
"228","   wanted  learn another language join   today   chance  learn  wonderful languages  spanish portugese   buy    low low price   faith  humanity  rest   free   becoming  horrible racist ",1,"Positif"
"229"," amazing competitive     ruined   playerbase unless   four  friends      wanna       gameplay  random  mostly   honstly         unless   friends    however decide     shot       alking  griefing    abuse report tool    refuse  speak english  english servers  fun",0,"Negatif"
"230","    trust random peopleif  consider   become  hobby     willingly   deal   stealing     minutescompared  fpss oder singleplayergames  suck      improvehowever     improve      hardly notice        screwed  matched  unfriendly egomanic hatefilled peopleonly    friendsmake  turn around      casualgamer aswell",0,"Negatif"
"231","     good oldschool moba    flaws  beautiful    waydota    brutally murdered    changes nobody asked   ressurected   ugly frankensteinlike mix   hots  lolrip dotaps     halflife pps   write    steam awards",0,"Negatif"
"232","    v moba     selection    unique     unique skillset  hero   available   minute  start   x amount     hero becomes availablethe object      destroy   teams ancient      work        lanes top mid  bottom  destroying  outer towers youll start  matches pairing   going   lane solo trying    experience  gold   hitting creeps    progresses youll start teaming      team members      team   quickly kill   solo member   teambecause   importance  coordinating  attacks   team members communication    important aspect     therefor  recommend      friends  random   youll  teamed   wont  show   willingness  communicate    starting       recommend    friend  already   experience      learning curve   steep especially     figure everything     skill ceiling   extremely high       might learn something  due   high number  available  skills      sure     uniquesomething   wary    community            seriously   might     opinion      done   certain situation    happy  blame  lost teamfight    taking  action flaming  something  could happen often       team entirely     friends  shouldnt prove    issue      case dont worry    mute     causing  grief  continue enjoying  wonderful team oriented ",1,"Positif"
"233","turns  plus   pretty big negative    bring  battle cup  week  leave    adding extra features  entice          better   mobas  everything  unlocked   start     pw gg volvo gg",0,"Negatif"
"234","   done eating thanksgiving dinner   kids table league  legends   welcomes    grownup tabledota      depth  polish    moba     hasnt seem   reached yet    remarkable     reached    depth  polish   remarkably short amount     started   relatively rough beta  blossomed   competitive   entertains captivates  truly engrosses     competitive gaming    done  bang  job making   free      buy stuff totally optional     interested     think  method  giving  drops    decide  equip  unlock via unlocking chests  genius   hope      money",1,"Positif"
"235","    league  legends  eventually            mechanics    idea   use        think    average     juggle       cut   stuff  isnt mission critical   actual experience   clash  skills  two sides   would  league though   suppose    place  thisalso     better dev team  riot  hands     shame      arent reversed",0,"Negatif"
"236"," often claimed    hardest moba           complex        hour tutorial trying  breakdown   mechanics  little pieces       faster  easier     avoid watching videos   tipsntricks       consuming   mention   average       minutes longhowever   dig    wall       point   start understanding     wrong    gets  rewarding  fun     combination  strategy   hero  pick   lane    buy  satisfying combat  hero usually   abilities       ultimate ability    heros strongest ability  newbies      heros  passives   abilitiessomething    usually mention  reviews   voice acting   although    different characters   good voice acting   single hero although        bit older   graphics  definetly   date  personally     water  looks  goodoverall      spare      strategic indepth  go     free    excess       ",1,"Positif"
"237","         highschool   days  surely  jumpstart      licensed interior designer       ingame      whole   interesting          sad    dynamic presents   unavailable rendering old   edge   good set     ones           leveling    profile  bit  useless   leveling   profile knowing     use  benefit   disappointing   point  hopefully soon     autoban  rude  ingame  sort   profane word detection thru   language      rude  tactless          disappoint newbies      everyone though  nonetheless      awesome           nice graphics  enjoyable  keep   good work",1,"Positif"
"238","despite     account       least      account  year  passed         strategy     wrong    defend  tower  destroy  enemies  using various characters  different weapons  plan   defeat  enemy    fun   day           account",1,"Positif"
"239","   unistalling     first   loved   put       hrspatch  add complexity   address  issues  face  gametoxic community although   reports  commends    rude     almost    reporting system   seem  deal    suggest  social ranking   used  public match making  well  mmr social ranking could  determined   function  commends v reportssupports   supports almost exclusively  reason        rely  anyone else   spend   gold  support    expense  developing  hero    grind   regularly  supports   almost  lags behind others    rarely       high  options   changes  little     support  enjoyable wards   free    timermap change  hate    visibility  reduced wards  less effective   become  gankers paradise   cannot ward  effectively   prodominently support   normally takes  role  hard carry baby sitter     prospect  likeeditsnowballing talents  accelerate snowballing  suspicion   means   team  handles  transfer  laning phase  ganking phase  efficiently    significant advantage  prediction  stats  show   team   dominate   minutes  win almost  gamesi doubt anyone    read     isso long  thanks    fish",0,"Negatif"
"240","    multiplayer online battle arena        next installment   previous   mods dotadota     gameplay    pick     battle      another    arena   kill  progress    coins   use   buy   enhance     current battle   arena    pick  right         decide   win       introduce item drops    finish  match online          enhance  favourite  looks  item  rarity   rare     expensive   become     sold   steam marketplacedota   far improved graphics   previous      detailed   arena  better view   ability effects   improved   ui  betterdota    tournaments    participate  biggest   international   tournament  tournaments  reward    rare    watching  tournamentsdota    best moba  yet  recommend thisrating ",1,"Positif"
"241","         loved anymore      warcraft iii    loved     enjoyable due  similarities  original     totally took  away  us   changed major things  differentiated   league  legends  heart  storm   pace became  fast   feels    league  legends    wanted   league  legends  would   league  legends    mention  indecipherable ui    maybe   go   warcraft ",0,"Negatif"
"242","   worst      gameall versions      piece  art    used   ingenious requiring real skill  understanding   different roles  carry  support accomplish victory      cartoony arcade  hud  horrible   colors      vibrant almost cartoonish  flow   fast   essentially  arcade   kidsi could  used   change    mess  interface       squint   everything     headache   gonna happenrip  thanks  ",0,"Negatif"
"243","   wrong  isnt  bad     stretch   candidate   favourite      fact    second account devoted     playtime  similar   havent gotten anywhere close       video gamebut   recommend        single  significant reason  community   single  toxic community      part    extremely extremely rare   match   completely free   abusing   bad decisions  shouting     microphone   language    understand    become comical      unless   friends   willing  teach   basics  help  learn  mechanics      going  struggle   tutorials    beyond limited    pool      individual  unique abilities  learning curve  exceptionally steep  order    good   detail   single skill  item        learned    function cooldown damage added effects gold cost mana cost    takes several   achieve  best   learning   intricate details would usually         aforementioned toxic community   impossible unless    number  friends willing   alongside    learn  basicsnow lets assume    group  four friends    lucky enough   matched  reasonable  understanding  lets assume  youve put    learning  mechanics     going    great        glaring exceptions  cough monkey king cough  well balanced  fair   times putting  outcome       least largely     skill   ability  communicate   team   completely  utterly free      extra   stat bonuses    bought although   cosmetic item sets   miscellaneous    different soundtracks  huds    bought  real money    entirely optional  means     access    number     top      cycled    mobas     available     sheer amount  playtime    offers  mindblowing especially taking  fact    free  consideration   think     free  otherwise  could remain  fresh  enjoyable   long     different playstyles    different incredible hero combinations    utilised  clich   two     definitely applies hereon top     excellently optimised  systems   able  run    semidecent frameratethe terrible community   natural learning curve  comes   moba genre    shame       true achievement  video gaming     without  doubt   near impossible         factor  means   vast majority  cases   cannot  recommended",0,"Negatif"
"244","   dissapponted   fact  value   released  juggurnat arcane yet  well         cancer      shoot    god damn head     bunch  autistic  without   limbs  sitting  smacking theout   keyboard   god damn  inch pepes   top       foreign  screaming   clicks yell jaja   god damn     tacos half  thereand  mouth   deal  civil war outside         correctly  uncivilized ",0,"Negatif"
"245","     gabenwhen    head developers came    likewe      add chests   cosmetics   patchand    youso   likewhat  region locking  russians  brazilians     youand   lots  lots  moneyi love  life",1,"Positif"
"246","      monopoly   girlfriend whenever    good move  talkson mewhenever    good move  trash talks   bad  amwhen  win   insert random reason affects  playwhen  lose        properlyalso        co workersrecomended    masochistic tendencies russians andor    friends      teamplay",1,"Positif"
"247","        world   daily enter go   ups  downswe loose   win    teaches us      go forward   ur bestthe best          gameits  addiction   substitute  drugsand yes    typing  intro boiz  kids   complete d",1,"Positif"
"248","well      tell         popular   consider     piece  artwork true    needs    skills   good     honest     type   anyway  recommend   ",1,"Positif"
"249","worst ui   skill stat buff effectitem everything  small  unclear   team trying  pull  moba   changing  ui congratulation man   itsad ",0,"Negatif"
"250","  free  free  active communityi  suck       find  fault      free    win  achievements      active    finding      problem free   accidently reviewedwas  review helpful  maybe   helpful either  join  group   free keys  reviews weekly steam group accidentlyreviewed",1,"Positif"
"251"," matching system  totally broken  unacceptable    won   number    system starts  assign   extremly bad behaviours    matter  hard    win  certain    automatically losing            stronger enemeies    winning    drop  pro   k rank   ruin others  experience",0,"Negatif"
"252"," clocked  k              changed  whole experience    first  thought  wasnt going  change  love      sadly          seem  enjoy           believe  change    better    hope     case    wont quit  maybe    less frequently  compared  ",1,"Positif"
"253","   probably tied  call  duty   best online multiplayer indie anime        knew   needed        great     today            tell     best     life  great       friendly community  remember   match  person   opposite team said      assumed    german word  gg     reccomend       loves     good campaign  story  remember        match",1,"Positif"
"254","         lifetime    refreshed  urge       might    hundreds      tried none    dotadota  kept  coming backthanks icefrog thanks  ",1,"Positif"
"255","     terrible  hud  weird  disgusting      bad  pathing sucks    hero monkey king   completely  powered  next ursa   ranged attack range  passive lifesteal gg volvo  ruined   ",0,"Negatif"
"256"," lost     u sold   gays    hots  ill  return      u destroyed    best   history good bye  good friend  ",0,"Negatif"
"257","      genuine feel      dodge  anymore  tried  copy league oh wait  forgot  add  surrender button   version  stale already   changed      greatest       fastest dying  right  good luck    actually enjoy   version props           years extremely seriously   cases     day   loved    suttle changes      fun   optimistic  first    changes   decided   normal matches   week    switch   ranked    around    matches   across multiple accounts   version  quite possibly    worst      literally    sense    screwed   loyal  base   arent coming backswitch  thisback    remove monkey king  render  useless      loyal   consider staying   right  unless  read   version  set      think       ",0,"Negatif"
"258","       civilization   picks     country    v   diplomatic exchanges   team mates  limited    trade  limited amount  luxuries     spend  big amount  gold  upgrade  country    research feature   spying  realy limited     place wards wich replace spys          usless   city states    stand   hit whats  range   come  help     far   finaly     era early mid  late    change   gameplay   country      late era    buy atomic bomb  nuke    lacks    content  pretend    civlizationlike",0,"Negatif"
"259","  bu oyunun milattan nce kalm bir versiyonudur  ile dotay karlatrmak sper mario ile battlefieldi birbiyle karlatrmaktr ki kanmca burada lol sper marioya benzetmek mario ya bir hakarettir bir gncelleme dokunuu  saat sonras bana kazandrdklar    yakn candan arkada ingliizceme olan muazzam katks  gerek dnyada daha az sinirlenme ruslarla anlaabilmereddit denen varl kefedebilme ve daha sayamadm bir ok eydir oyundan bahsetmiyorum nk  vaktin ne zaman getiini bile anlamadan  bin saate geldim dayandm ",1,"Positif"
"260","let  preface   saying        long probably  less   hour however      noticed   impossible  enjoy   long  fan   series  come      hud      hand yet    things   tarnished      sorry blizzard   simply   wont    anymoreyou  ",0,"Negatif"
"261","definitive yes  matter    starting  adventure  moba     veterean alreadydoto  fun doto  life      good    sometimesit teaches   teamwork   hard     win match alonei strongly recomend   anyone maybe except           flow  doto ",1,"Positif"
"262","  think    recommendation    againafter   match ranked  sea server  team  nearly win  sadly  must     thrower   team  idk  another server    maybe good    spirit  win     good   community   toxic sorry bad english cheer",0,"Negatif"
"263","     terrible  hud  weird  disgusting      bad  pathing sucks    hero monkey king   completely  powered  next ursa   ranged attack range  passive lifesteal gg volvo  ruined   ",0,"Negatif"
"264","thank   destroying      suck   good part      graphics     old school      better   league  smite  least   free    opinion better      waste  money  thisbacktothedrawingboard",0,"Negatif"
"265","    entering  moba territory   fan bases exist   extremes  decided  test    moba     access    league hon hots smite  demigod    tested    fairly  equallyafter     believe     probably  best moba      strategy    grownup moba     well   focus   hero  unique     pros  cons  assist  team    special ways   means   match      due   choices    peoples playstyles  developers  lead designer icefrog   focus  balancing  hero   major   making sure   hero  extremely overpowered   follows valves concept  free          purchase  cosmetics  nothing   change  alter  gameplay     item drops      matches       review  drop rates  changed   current nigh impossible     single item   issue      issue     servers due   outsourcing  servers   companies   locations  ill write   list  servers   issues    ofsea location singapore eclub    gamble   two servers    good    awful sometimes  sometimes  good luckjapan location tokyo nexon    exist yet   holding  hostage   past yearus servers     currently using mail pigeon  packetswest  seattle east  sterlingrussia stockholm    server  perfectly fine   issue   distance  russia  stockholm causes increase latencyother     server issues    loads  fun   might  pick    spanish portuguese  filipino languages    quality gaming addiction  language learner",1,"Positif"
"266","please  old ui   user friendly    looks  anime cartoonproblems     die huge face  hero  kills  appear  right side   info  page   small shop icons skills icons health  manna bar load screen   think   taken    changes  logical   places  example  timber  found several places   reach  hook   treem    dropped  high groundplease   great ",0,"Negatif"
"267","stupidest matchmaking system   seen ranked matches   unfair whether    pro teammates  noob enemies  noob teammates  pro enemies hardly found equality   matches moreover  shhit   worth       friends party vs solo  matches   sense     serious    bcz    idiots     shhits   complain   problems gameplay match making system community    least better  cs go",0,"Negatif"
"268","day   life    playerwake    morning  think      instead prepare  schoolwatch  famous       minutes     leaveget   bus  fall asleep   think  dotaget  class   murmurs       curses  noobs  matches  lostget random smiles throughout  day   remember   amazing match  sadly  nobody  share      friends  leagueget   bus   home  realize      homework   walk far   bus   home   dotarun   mad man  bus stop   home  dotahave  argument    whether      finish  project    putting   dotaplay     match  says finishes  pm  doeshate    didnt finish  work talk   nondota friends      dotacry   sleep  wake    morning    againdota  essentially ruined  life  went onto  steam store  find  fp      bored       stuff  warface      kept seeing     heard  youtubers making jokes      figured   heck         addiction started soon    freetime reduced  minutes seconds sometimes  would stay    later     matches   think  making friends     encourage    moredota  essentially taken  life away   must    loving    love   lifewarning  causes following symptomsracism towards russians  reasons    udnerstandinsomniaanxietyhigh blood pressurelow blood sugarmalnutritionextreme levels  stresshyperventalationhigh amounts  giddyness  happynessextreme amounts  sadnessrageand carpul tunnelworth ",1,"Positif"
"269","gone  hell  utterly wasted k    could  would spend   something completely different   important   pointless     fun     anymore",0,"Negatif"
"270","good   pro oriented vector  totally disbalanced matchmaking system without moderators  nd   k  ruined  rd   afkfeed   mdoerators   bans  high mmr  suffer      willing  win",0,"Negatif"
"271","    petri dish  enviroment    vilest   putrid  gamers  thrive  cultivate   hearts content  walked   world unsuspecting  walked right   changed scarred   soviet fires   meta revolutions  would favour  eyes  scooped  viscously     mcflurry spoons  spend   drowning   cesspool   fp  unfortunately     eyes  order  investigate  growing red menace   stop  vlads stalins  ivans   infiltrating  steam network  send  right    ak mines    spawnedterriblejoe mccarthy   right idea",1,"Positif"
"272","    entering  moba territory   fan bases exist   extremes  decided  test    moba     access    league hon hots smite  demigod    tested    fairly  equallyafter     believe     probably  best moba      strategy    grownup moba     well   focus   hero  unique     pros  cons  assist  team    special ways   means   match      due   choices    peoples playstyles  developers  lead designer icefrog   focus  balancing  hero   major   making sure   hero  extremely overpowered   follows  concept  free          purchase  cosmetics  nothing   change  alter  gameplay     item drops      matches       review  drop rates  changed   current nigh impossible     single item   issue      issue     servers due   outsourcing  servers   companies   locations  ill write   list  servers   issues    ofsea location singapore eclub    gamble   two servers    good    awful sometimes  sometimes  good luckjapan location tokyo nexon    exist yet   holding  hostage   past yearus servers     currently using mail pigeon  packetswest  seattle east  sterlingrussia stockholm    server  perfectly fine   issue   distance  russia  stockholm causes increase latencyother     server issues    loads  fun   might  pick    spanish portuguese  filipino languages    quality gaming addiction  language learner",1,"Positif"
"273","  great    released      continue    imitation     storm talent tree switching   hots   feel  genuine   sell  k account   ",0,"Negatif"
"274","bring  old        weve spent    raising  mmrs  mastering pulling lanes  stackings junglingetc   us took   years   master  skills    completely different   jungle   bad  jungle   takes     respawn  neutrals   annoying   core jungler hud   small  gameplay becomes little bit slowerits     arcade        talent  aghanims upgrade  fine     totally ridiculous",0,"Negatif"
"275"," used    awesome   nowadays   sucks   stupid idiots pinoys andwho love   likeand troll   instead    hype   nowadays    justyou        stupid pinoys  banned     wouldnt recommend    anyone nowadays",0,"Negatif"
"276","four   half years ago  wrote  negative review       viewed herepastebincom pretty  everything  wrote   review  applies   fact     said   vindicated   course    gone   absence   figured     changes dotas gone        go experience  differences firsthandas  alluded    first review icefrog  whoever    updates    pretty  insane   change things constantly  seemingly  reason    correct     could   imagined     undergone  massive amount  changes   left    think  single    aside   addition     actually    better  anything  probably gotten worsethe short  true             enjoyed   fact    move   difference towards  outcome   match  thinking      non conventional ways item builds lane choices etc could result  anything  astonished amazement  victory  unbelivably swift loss  idea   unconventional method   could mean victory  defeat   drove   keep   keep trying  things  sort  decision making     mask  madness  armlet wisp   triumph   fountain hooking   triumph  dotathe   liked least   besides  community   distinct lack  clarity towards  apparent importance   given moment    team     team gets massively stomped   pretty     total certainty   lost   similarly      achieved victory    win     case    bulk      match flooded  white noise  constant   ask   hell  happened  losses seem      incredible waste        fact  minutes       remember    days     felt     alloted      complete waste    could  used    literally anything else   would    productivewhat  noticed almost immediately upon booting         liked best     gotten muddled  infrequent      least    become pretty  perpetual recent updates     added terrible gameplay elements   bounty runes  force      specific spot   specific        disadvantage  hated        bounty runes   river   kind  design  everywheretome  knowledge bounty runes seperated  river runes shrinesoh  god shrines unbelievably bad design therethe addition  free manahealth restores         pretty     assume   enemy team  full health  mana   ability use    involves   hit  things   allow       constant  actually killing   harder   actually mean anything    laning phase       impossible  kill   attrition  everyone   buy exp   shop  lost faith     long  ago  holy crap  reaching tf levels  bad changes  depth declineyoud think  talentsthe ability  choose  two options    levels  sowould   little speech  carving   build   fun   hots   tell     lie  trapthe ability  choose  two different options  allow   carve  meaningful identity    singular choice  tends     obtuse  hard  parse impact          white noise problem  gotten worsecast range  cooldowns two aspects     used    able  change   commonly increased  talents meaning   longer   ability  determine   long   period   exploit  opening   hero uses  ultimate   far away    stand  dodge  etc  theres  classic obstructive statswhat   strength      health  maybe damage    nevermind movement speedtheres   free movement   pretty  everyone   miniature bloodseeker   timeon  bright side    teamfights     pleasant surprise     pretty  devolved   nothing  teamfights  laning  farming  longer matter  everyone  constantly  full health  mana  nothing  cooldown    point  gonna   ask        arent    overwatch",0,"Negatif"
"277","great   masterpiece      became good enough  join  clan  wasnt interested  didnt      stopped  moved  something else  recommend   specially      possibility    friends    teambased experience    frustrating     cooperatively  random       quite toxic   easy    trapped   loop       finding    actually enjoying     multiple matches    recommend everybody interested     friends  possible   easily   stressful   timewaster",1,"Positif"
"278","     technically remarkable   mechanics  brilliant   could  fun     lifetimethe community however  toxic  humankind   worstmost matches  teammates  disconnect  soon    team gains  lead   pathetic   common practice online     reaches  highswhen   busy clicking  disconnect button  lovely folks instead    bloody  spend   insulting   whatever reason   common taking  female characters   lovely sometimes right   beginning   match   apparent reason whatsoever   probably   complete dumbassesits particularly sad   happens  unranked matches years away    able  attempt  competitive match    begin  imagine  environment  things start  seriousit   better experience praticing  bots  machines demonstrated better team spirit   acted     civilized fashion     trolling  flaming insanely competitive       sociopath      youotherwise  avoid    plague       nothing   glorified tower defense click click click waste   anyway",0,"Negatif"
"279","  may slowly eat away   humanity stay away  stick  bot matches   wanna remain untainted however    able   past  toxic community  somewhat flawed matchmaking  either high  low priority   otherwise  pretty fun ",0,"Negatif"
"280","kstill without ingame translator  would playeditmore  year ago  put  shame    becouse  missing  freeking translatorand       missingbut   would ",0,"Negatif"
"281"," nominated        minutes awardyou   early day tomorrow      sleep    going finish   match   decide  tuck    night    wait   whats       yep     relateoverall   solid moba      reviewer said   pay  win    purchases   cosmetic purpose   cons     moba  means         annoying sometimes well maybe      provided options    ai      alonemy score        community",1,"Positif"
"282","  major   f  whole     recommend   sad    read comments    spent k      sorry   guys  totally understand   feel   hope  pro  quit       real voice   community      whole   sad   screwed           favourites",0,"Negatif"
